series,label,unit,n,median_ratio,p10,p25,p75,p90,min_ratio,max_ratio,pct_improved,pct_unchanged,pct_regressed,pooled_ratio,base_sum,cand_sum,net_saved,top10_share,top5pct_share,top5pct_k
build_tighten,Build + bound tightening,s,3,1.0560698815963785,1.0172980969609482,1.0318375161992346,1.1001619088123467,1.1266171251419275,1.0076051508020907,1.1442539360283146,0.0,33.333333333333336,66.66666666666667,1.0189734071260395,23.65758930881482,24.106454382391604,-0.4488650735767834,1.0,0.4425852559442047,1
main_solve,Main solve time,s,3,0.9392031995733177,0.8529041971960731,0.8852663230875398,1.0380042096579112,1.0972848157086672,0.831329446601762,1.1368052197425047,66.66666666666667,0.0,33.333333333333336,0.9332189619824013,167.47374939918518,156.2896785736084,11.184070825576782,1.0,0.6457478981078446,1
total_time,Total end-to-end time,s,3,0.9442230089195315,0.8577829557859163,0.8901979757110221,1.0194975392753374,1.064662257488821,0.8361729425025126,1.0947720696311432,66.66666666666667,0.0,33.333333333333336,0.9438333565569765,191.131338708,180.396132956,10.735205751999985,1.0,0.6408554752589541,1
bound_solver_calls,Bound solver calls,calls,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,100.0,0.0,1.0,564.0,564.0,0.0,,,1
