baseline_mode,candidate_mode,comparison_mode,series,label,unit,n,median_ratio,p10,p25,p75,p90,min_ratio,max_ratio,pct_improved,pct_unchanged,pct_regressed,pooled_ratio,base_sum,cand_sum,net_saved,top10_share,top5pct_share,top5pct_k
exact-distortion,verdict-only,cross-mode,build_tighten,Build + bound tightening,s,492,0.9461062308864842,0.8224272169874137,0.8895014606842704,1.0162209549998722,1.1044766763083338,0.5949940190493552,1.5438386425827946,67.07317073170732,6.300813008130081,26.6260162601626,0.9507183199459962,882.6221918641055,839.1250873960951,43.497104468010434,0.09418091426984854,0.1961003610743572,25
exact-distortion,verdict-only,cross-mode,main_solve,Main solve time,s,492,0.8852427724538515,0.6664753918423679,0.7887601410480811,0.9783809313092743,1.1343062253991567,0.01185079673577294,8.806553340773545,77.23577235772358,3.252032520325203,19.51219512195122,0.3135788179345764,1549.0087966918945,485.7363474369049,1063.2724492549896,0.7678864984193589,0.9967873916201321,25
exact-distortion,verdict-only,cross-mode,total_time,Total end-to-end time,s,492,0.9387301918522272,0.7597470121972362,0.8789309769791819,1.0124769934134064,1.0966333969826016,0.03228794673197791,7.713539900118742,70.1219512195122,4.2682926829268295,25.609756097560975,0.5448447733509747,2431.630988556,1324.8614348330002,1106.7695537229997,0.7231580322464095,0.9401527751179165,25
exact-distortion,verdict-only,cross-mode,bound_solver_calls,Bound solver calls,calls,492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,100.0,0.0,1.0,99067.0,99067.0,0.0,,,25
