baseline_objective,candidate_objective,comparison_kind,series,label,unit,n,median_ratio,p10,p25,p75,p90,min_ratio,max_ratio,pct_improved,pct_unchanged,pct_regressed,pooled_ratio,base_sum,cand_sum,net_saved,top10_share,top5pct_share,top5pct_k
feasibility,feasibility,same-objective,build_tighten,Build + bound tightening,s,492,0.8169591449846307,0.7003362828919629,0.7652206828739024,0.889669920751106,0.9790583349733827,0.4450954838070324,1.4190113486469829,90.65040650406505,0.6097560975609756,8.739837398373984,0.8312466576808953,602.1514740198448,500.5364001966205,101.61507382322435,0.07978024575594204,0.1603994984606071,25
feasibility,feasibility,same-objective,main_solve,Main solve time,s,492,0.9894139954851018,0.8518439929044916,0.9380823103502399,1.0408715437703009,1.1371660050877688,0.13992477729387753,23.233049891025292,50.203252032520325,10.772357723577235,39.02439024390244,0.8026378619087892,450.70319628715515,361.7514498233795,88.95174646377563,0.9570803402092747,0.9901700538044904,25
feasibility,feasibility,same-objective,total_time,Total end-to-end time,s,492,0.8257913154329272,0.7034729001883884,0.770888572963258,0.8980193294359211,1.0056632692011234,0.1505894001142441,8.859980844370547,89.02439024390245,1.2195121951219512,9.75609756097561,0.8189998813117929,1052.854670307,862.28785002,190.56682028700016,0.5816555520666629,0.6257711102211061,25
feasibility,feasibility,same-objective,bound_solver_calls,Bound solver calls,calls,492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,100.0,0.0,1.0,99067.0,99067.0,0.0,0.0,0.0,25
